data_rate,sciname,booleanFlag,probability_confidence,decimal_float_field,status_code_data,var_162,integer,percentile,stock_rsu_grant_22,probabilityConfidence,memory_usage_data,raw_binary_value,decimal_float,attr_619,median_val,investment_account,power_6,var_fxiq,cin90,customer_histogram_bin,decimalFloat,c_234,histogram_bin_14,encoding_14,length,imageEmbedding,median,standardDeviation,m_f,STANDARD_DEVIATION,meta_inte,median_2,IMAGE_EMBEDDING,arithmetic_mean,CORRELATION,user_billing_account,p_177,VERSION_NUMBER,stddev,STOCK_TICKER,x_co,col_um,titlePrefix,integer_30,cache_duration,fact_latitude,tenant_identifier_raw,clock_time,billing_acct,PROBABILITY_CONFIDENCE,featureVector,percentile_2,histogram_bin_raw,col_378,binary_value_field,channel,type,histogram_bin,schedule_plan_6,DECIMAL_FLOAT,species,user_iata_code,CITATION,p_wor,word_embedding_val,raw_scientific_name,BONUS_VARIABLE_PAY,schema,mlg61,probval,imgemb,trend_growth_rate,word_embedding,dialing_code,zskgui18,numeric_range,v_107,integer_field,p_ord,confidence,raw_mean_average,genericIdentifier,jomn72,integer_2,dim_cron_specification,SIZE_DIMENSION_CATEGORY,customer_probability_confidence,batch_id
1840,Homo sapiens,1,0.0447,875.8118,pending,7.25%,5320,14.38,473 shares @ $118.54,0.9872,81.6,0,-226.9973,"[-0.631, 0.3582, 0.2439, -0.1995, -0.0691, -0.3006, 0.765, 0.1121]",-27.8064,INV-510705,38050.7,0,"[0.2063, 0.7514, 0.3588, 0.8897, 0.3631, 0.1451, 0.9096, 0.3816]",30.05,1832.691,09/27,92.15,Latin-1,255.37,"[-0.7437, 0.0128, -0.7549, 0.4674, -0.1692, -0.1856, 0.7187, -0.1221]",46.9439,40.3031,Female,16.7524,2934,-38.9344,"[-0.3848, -0.0539, -0.3563, -0.1583, -0.6322, 0.0975, -0.4736, -0.4157]",85.351,0.5013,BILL-240185,4-55,3.1.61,6.6299,UUN,"[31.11, 77.17]",Apache-2.0,Prof.,9327,253 days,23.800528,tenant-015,09:35:49,BILL-659900,0.7915,"[0.1153, 0.225, 0.0323, 0.965, 0.4594, 0.0464, 0.0506, 0.8488]",15.76,47.09,-0.4248,1,Phone,Standard,8.27,Every 15 minutes,3564.9708,E. coli,MIH,Harris et al. (2023),"[0.0632, 1.4979, -0.5307, -0.1039, 1.4354, 1.8726, -0.904, -0.0982]","[-1.0237, -0.0822, 1.652, 0.9492, -2.7422, -0.7712, -0.309, -0.6887]",Homo sapiens,"$11,274",IEEE 754,79.63,0.0659,"[0.7844, -0.4103, 0.3152, 0.2069, -0.033, -0.3577, 0.0715, 0.8739]",-0.31%,"[0.9928, -0.0868, -0.4264, -1.1649, -1.0518, -0.9324, -1.9663, -1.8181]",+61,-10.5,4-72,Fe2O3,2567,796,0.0984,-1.1458,b0aa6504-568c-4453-90b4-46aa74590661,5942.9482,8220,10 5 * * 1-5,L,0.9878,batch-20240330-07
7292,NaCl,0,0.2158,9663.8977,approved,9.13%,756,21.68,4021 shares @ $203.12,0.9989,35.8,1,7008.121,"[0.2078, 0.5258, -0.5253, 0.1197, 0.2202, 0.6583, -0.7037, 0.245]",7.08,INV-837600,39771.1,0,"[0.5277, 0.7455, 0.4337, 0.1847, 0.2431, 0.5453, 0.8696, 0.3057]",9.5,-30.4745,07/28,7.87,UTF-8,316.07,"[0.6528, 0.135, -0.6574, -0.2897, -0.2248, 0.2231, -0.0018, 0.5679]",-86.6355,31.759,Female,31.6025,2157,10.6362,"[-0.2539, 0.2317, 0.4602, -0.2497, -0.3741, -0.3155, -0.6788, 0.7016]",-26.7777,0.1672,BILL-270416,9-96,2.19.49,8.2283,STHG,"[27.0, 81.47]",MIT,Ms.,8855,229 days,20.880246,tenant-019,12:44:19,BILL-682354,0.1757,"[0.9688, 0.532, 0.738, 0.3985, 0.816, 0.2619, 0.0517, 0.5632]",21.1,30.39,0.5795,0,Web,Enterprise,48.36,Every 15 minutes,914.4916,H2O,QVX,Harris et al. (2016),"[-0.2501, 1.9707, -0.4323, 1.8243, -1.2336, -0.477, 1.716, -0.0036]","[0.3505, -1.5888, 0.7157, 0.9827, -1.1991, 0.6629, 0.7199, -0.3517]",NaCl,"$38,656",W3C Date,90.89,0.3539,"[-0.7586, 0.1722, -0.1293, -0.602, 0.0123, 0.043, 0.2902, -0.5194]",-42.95%,"[0.5674, 0.7401, -0.0379, 0.1113, -0.6265, -0.127, 1.6369, -0.0263]",+1,-5.7,27-71,H2O,5601,328,0.4704,0.7256,387fdff9-fc7f-40a5-8ac0-96ec523a188f,3046.976,411,"54 23 * * 0,6",XS,0.0431,batch-20201101-61
3137,Fe2O3,0,0.3386,1090.6488,failed,-12.8%,2884,1.47,3765 shares @ $61.4,0.4996,26.7,0,3356.0957,"[1.2063, 0.4047, 0.1253, -0.0457, 0.6662, 0.4956, 0.0339, -0.8493]",93.8237,INV-997141,15625.0,1,"[0.7361, 0.5045, 0.0303, 0.0319, 0.585, 0.7962, 0.23, 0.2923]",35.9,2289.0716,09/30,22.21,ASCII,426.85,"[0.2224, 0.2393, 0.0414, 1.0845, -0.6958, -0.1935, -0.4174, 0.2774]",58.7699,49.1227,Male,28.2577,5116,88.9759,"[-0.0443, -0.2712, 0.0657, -0.0568, -0.4952, 0.2828, 0.174, -0.0897]",-17.4305,-0.444,BILL-514515,17-74,3.14.20,9.8149,UEJO,"[38.24, 83.54]",Proprietary,Ms.,6190,220 days,-63.449619,tenant-014,01:44:39,BILL-602133,0.2268,"[0.5805, 0.6315, 0.7964, 0.4586, 0.5924, 0.463, 0.619, 0.5975]",28.88,6.73,0.2897,1,Email,Trial,75.55,Monthly on 1st,9047.7164,H2O,XSB,White et al. (2016),"[-0.2103, 0.3642, 1.0716, -0.3478, -1.1808, 0.0186, -1.2862, -0.4033]","[-0.0376, -1.0579, 0.9304, 1.1369, 0.5636, -1.3597, 0.672, 0.7934]",C6H12O6,"$10,779",W3C Date,12.42,0.3377,"[0.3228, 0.2384, 0.2912, -0.2431, 0.3786, -0.3481, 0.8549, 0.0836]",15.32%,"[1.6119, -1.3261, 1.1392, 0.4879, -0.0088, 0.4466, 0.6474, 1.6404]",+55,6.4,36-79,Fe2O3,3077,412,0.708,19.2703,3d327e7d-b93d-4579-82d6-1ac72d14b6d9,4582.9791,9019,39 19 * * *,L,0.7497,batch-20180730-79
9935,Homo sapiens,no,0.0345,8065.4978,active,2.7%,639,80.35,3015 shares @ $379.78,0.8477,27.8,0,883.2193,"[0.2974, -0.1478, 0.4012, 0.6433, 0.6649, -0.2355, 0.3862, -0.0829]",3.0162,INV-824295,13683.9,0,"[0.5364, 0.4455, 0.6606, 0.9514, 0.3553, 0.1475, 0.0713, 0.96]",9.52,9257.2385,10/29,76.96,ASCII,948.17,"[-0.2574, 0.3504, -1.1163, 0.1086, -0.3501, -0.3171, -0.1224, 0.0368]",-58.8459,38.7078,Unisex,33.3228,7603,73.9701,"[0.4154, 0.3265, -0.0832, 0.6974, -0.0941, 0.3174, 0.0052, -0.3942]",-10.9491,-0.0365,BILL-648513,37-70,2.20.15,13.8094,GOI,"[30.95, 61.27]",Proprietary,Prof.,307,75 days,-55.982289,tenant-019,03:42:28,BILL-519729,0.7058,"[0.0116, 0.4032, 0.857, 0.4089, 0.9105, 0.7578, 0.0952, 0.011]",69.45,63.11,-0.1161,0,Mobile,Enterprise,36.11,Weekly on Monday,9447.616,C6H12O6,BPD,Thompson et al. (2011),"[1.065, -0.4225, 0.046, 1.1312, 0.9679, 0.163, 1.1889, 0.6933]","[1.413, 0.3241, 0.6582, 0.4532, -2.0144, -0.2989, -0.3318, 0.3503]",E. coli,"$18,177",W3C Date,50.32,0.2468,"[-0.3066, -0.2479, 1.2329, 0.2359, -0.4886, 0.5614, 0.2378, -0.085]",24.04%,"[-0.2639, 0.7221, -0.971, -0.7743, 1.4843, 1.0691, -0.1077, -0.6511]",+1,32.0,8-84,H2O,5194,576,0.6565,-63.0784,4cbe72c7-297a-4d60-818e-8bda37a187a5,1353.3008,644,33 20 * * *,S,0.7114,batch-20201113-91
5963,NaCl,0,0.9723,5971.7673,active,33.68%,7754,95.57,4131 shares @ $85.37,0.655,37.7,0,6657.577,"[-0.5272, -0.5247, 0.2862, 0.0803, -0.0963, 0.9384, -0.1299, -0.8831]",-2.4125,INV-500696,548.4,0,"[0.6094, 0.7146, 0.6814, 0.0725, 0.0018, 0.9588, 0.443, 0.5733]",72.64,7263.1069,01/26,44.89,Latin-1,569.68,"[-0.4221, -0.2995, 0.1964, -0.0961, 0.6871, -0.3861, 0.0757, -0.6302]",-81.4605,28.4286,Female,26.0854,8033,-46.997,"[-0.7253, 0.3378, -0.5358, -0.25, -0.2084, 0.1485, 0.6253, -1.0597]",99.4164,-0.2332,BILL-610988,45-70,4.13.84,30.6318,TJE,"[22.1, 81.55]",BSD-3-Clause,Ms.,3179,201 days,61.703114,tenant-011,23:26:10,BILL-161278,0.6185,"[0.0741, 0.6748, 0.4521, 0.2361, 0.2773, 0.4588, 0.4255, 0.3199]",91.8,3.15,0.4477,1,In-Store,Basic,48.66,Daily at 2am,8500.7393,C6H12O6,QED,Rodriguez et al. (2015),"[-1.3285, 1.5219, -1.0073, 1.8326, 1.7563, -1.1906, -1.425, -1.4361]","[-0.3297, 1.4096, 0.0526, -0.1144, 0.7713, 0.4408, 2.2608, 1.8902]",E. coli,"$41,030",IEEE 754,14.83,0.902,"[-0.3854, -0.7445, -0.4085, 0.5399, -0.2048, -0.1618, -0.1796, -0.1992]",33.18%,"[0.883, 0.4867, 1.6301, 0.0946, 3.4344, -0.3762, -0.2724, 0.5529]",+86,47.1,10-62,Fe2O3,7074,438,0.5056,89.8176,feda0694-0e76-453b-b454-11b865ae404b,2796.8839,6311,55 17 * * 1-5,S,0.3955,batch-20250915-23
7534,Fe2O3,yes,0.7484,8755.8982,cancelled,-24.98%,8484,89.94,4866 shares @ $220.68,0.7147,47.4,1,9115.4484,"[0.0597, -0.129, -0.2026, -0.0048, 0.0629, 0.3065, -0.0263, -0.9697]",91.4596,INV-724073,8512.9,1,"[0.5837, 0.3319, 0.2447, 0.1197, 0.6007, 0.9796, 0.403, 0.9649]",44.85,8203.1695,07/26,68.46,UTF-16,678.05,"[-0.4267, 0.3838, 0.5552, -0.0452, 0.8247, 0.4285, 0.2794, 0.3662]",97.1811,46.2672,Male,10.4256,9781,-4.3782,"[0.2793, -0.5527, -0.0408, -0.7919, -0.186, 0.9245, 0.3704, 0.3118]",12.2851,-0.6502,BILL-394378,1-63,0.5.37,7.9506,SH,"[12.1, 94.7]",MIT,Dr.,1352,243 days,52.274459,tenant-011,10:09:30,BILL-971086,0.158,"[0.4094, 0.9542, 0.2104, 0.5725, 0.9341, 0.4343, 0.064, 0.6895]",36.28,91.75,0.7501,1,Chat,Trial,95.38,Monthly on 1st,140.5264,C6H12O6,BQF,Clark et al. (2026),"[0.0324, 0.9975, -0.5882, -1.537, -1.1243, -0.3216, -1.0519, 0.0636]","[1.6875, 0.9836, -1.3264, -1.3098, 0.3738, 0.6552, 1.524, 0.7639]",E. coli,"$36,995",RFC 3339,71.43,0.8647,"[1.1257, -0.874, -0.7361, -0.1977, 0.1193, 0.3501, -0.0385, 0.8033]",-47.76%,"[0.3473, -2.6699, -0.71, -0.3043, 1.058, 0.9716, -0.7532, -0.3697]",+91,-21.0,0-88,NaCl,9278,540,0.7559,-77.7147,5a8727dd-03f6-48e1-98e5-244ef99b18a3,1722.8479,7586,32 22 * * *,XL,0.4324,batch-20230822-88
46,NaCl,false,0.2548,3124.964,rejected,44.87%,2170,46.9,2579 shares @ $342.77,0.0616,18.8,0,-883.0959,"[-1.1441, -0.4106, 0.0542, -0.0943, 0.1146, -0.194, 0.619, 0.1999]",-61.2213,INV-122126,8354.1,0,"[0.0424, 0.7327, 0.782, 0.0868, 0.7392, 0.5958, 0.7504, 0.5338]",46.87,5256.4029,06/24,11.28,UTF-16,983.33,"[-0.0091, -0.3827, 0.453, -1.6743, -0.2942, 0.833, 0.5762, -0.9797]",64.4235,28.8094,Female,6.5939,1961,3.7729,"[-0.6982, 1.032, -0.2923, 0.088, -0.6418, 0.4239, -0.0279, 0.0652]",-44.6362,0.1209,BILL-829783,38-51,1.13.76,45.7396,QTRT,"[6.73, 77.61]",Proprietary,Prof.,5247,23 days,54.421505,tenant-048,22:43:29,BILL-220736,0.6172,"[0.4624, 0.0393, 0.9161, 0.4584, 0.5511, 0.0945, 0.0013, 0.105]",84.83,25.25,0.8556,1,Web,Premium,93.88,Every 15 minutes,5559.7172,Fe2O3,RRJ,Williams et al. (2017),"[-0.4714, -1.0857, -0.0314, 0.207, 0.3202, 1.9411, 1.2544, -0.8391]","[-0.3608, -1.9443, -0.7016, 0.78, 0.0163, 0.8616, -0.2, 2.0712]",H2O,"$36,719",POSIX,95.87,0.4422,"[-0.2818, 0.2608, 0.7937, 0.1686, 0.7499, 0.9774, 0.0586, -0.4588]",8.79%,"[-0.5472, 3.2297, 0.6401, -0.1325, 0.6743, -1.3029, 0.9754, 1.2184]",+91,-16.3,16-61,C6H12O6,6209,805,0.7638,94.3706,203231d3-8e2c-482b-917e-adb36bd87f1f,8666.4416,5348,23 13 * * 1-5,XS,0.8479,batch-20230331-16
2663,E. coli,false,0.5661,9888.2322,active,-37.91%,3714,42.85,697 shares @ $416.81,0.0597,14.8,1,9568.8615,"[-0.0223, -0.3055, 0.2703, -0.4284, 0.5013, -0.0138, -0.0824, -0.2077]",-38.7383,INV-511761,6067.4,1,"[0.4228, 0.3877, 0.5066, 0.4903, 0.6117, 0.146, 0.2252, 0.3468]",31.92,6809.7705,04/25,18.04,Latin-1,709.4,"[-0.3726, -0.0762, -0.3844, -0.2756, 0.5237, 0.0819, -0.1551, -0.7546]",-86.4469,25.4619,Unisex,37.5227,3348,-25.9735,"[-0.2828, 0.7067, 0.2151, -0.07, -0.646, 1.2615, -0.2037, 0.9432]",-73.8074,-0.1419,BILL-470543,30-73,3.14.32,38.3403,AVY,"[11.02, 90.25]",MIT,Rev.,9024,64 days,-11.593845,tenant-010,18:37:38,BILL-877150,0.7383,"[0.0519, 0.4376, 0.1025, 0.8324, 0.7637, 0.3146, 0.9951, 0.6992]",17.72,16.44,0.9122,0,Email,Enterprise,85.93,Every 15 minutes,4346.9022,Fe2O3,RQT,Jones et al. (2022),"[1.2489, 0.985, -0.5438, 0.0912, 0.8348, 0.184, 0.4191, 1.9788]","[-1.5048, -0.7325, 0.4518, 1.2232, -0.3078, -1.3782, 0.5675, 0.7315]",E. coli,"$43,421",IEEE 754,59.53,0.9789,"[-0.6963, 0.2722, -0.0368, -0.9357, 0.2363, 0.3329, -0.0654, 0.367]",35.18%,"[-0.5647, 0.3221, 0.3907, 0.752, -0.4025, -2.0131, -1.4501, 1.3895]",+81,-34.9,35-91,C6H12O6,9652,458,0.0555,-67.9415,e8189fa5-3602-41b3-9615-e4e5e4acc4c4,991.2678,9353,54 22 * * *,L,0.0473,batch-20200729-63
8779,NaCl,true,0.8985,7734.7725,approved,-17.22%,2048,7.17,1389 shares @ $437.23,0.3171,84.9,1,7686.7839,"[0.455, -0.3715, 0.0427, -0.6134, 0.2341, 0.7136, -0.5716, 0.6883]",-72.0751,INV-371870,19612.3,0,"[0.2685, 0.4414, 0.4253, 0.834, 0.7282, 0.0417, 0.0353, 0.1529]",40.63,9879.5419,05/27,57.78,UTF-16,86.13,"[0.4032, -0.4975, -0.4638, -0.8121, -0.7286, -0.0883, 0.3935, 0.1904]",-29.5737,2.5096,Male,29.4377,9608,3.6558,"[-0.6928, -0.0244, -0.3061, -0.277, -0.231, -0.4919, -0.5492, 0.0742]",-66.4472,0.8981,BILL-703821,36-75,5.7.50,8.8118,JML,"[10.07, 82.02]",Proprietary,Hon.,9888,167 days,67.100685,tenant-049,17:05:50,BILL-361152,0.8794,"[0.6454, 0.672, 0.0527, 0.6575, 0.9568, 0.7448, 0.8732, 0.2356]",58.77,25.07,0.0541,0,Email,Trial,61.53,Weekly on Monday,1439.1063,Fe2O3,GOO,Anderson et al. (2010),"[0.9295, 0.5999, -0.8118, 0.6224, 0.2685, 0.9239, -0.7869, 1.8985]","[0.1104, -1.4241, -0.1302, 0.8549, -1.2241, -0.9088, 1.245, 0.6744]",NaCl,"$23,594",RFC 3339,72.31,0.3406,"[0.7971, -0.0385, 0.0029, 0.6277, -1.0435, -0.126, 0.8558, -0.1681]",24.2%,"[1.0872, -0.9267, -0.6584, -1.0069, -0.5286, -0.9228, 2.7572, 0.4665]",+44,32.3,8-70,NaCl,4854,562,0.0685,-85.8445,73d88073-3707-483d-9abf-1bf267e6c373,7412.6519,4980,"49 16 * * 0,6",M,0.3758,batch-20220216-05
1812,NaCl,0,0.7686,6571.8347,inactive,-38.41%,2033,16.95,1435 shares @ $368.19,0.7929,49.9,0,2528.9625,"[0.1344, -0.4743, -0.5308, -0.3643, 0.5197, 0.4109, 0.1615, 0.5219]",-60.5676,INV-553435,6296.6,0,"[0.1329, 0.5716, 0.3688, 0.5479, 0.9877, 0.6363, 0.0617, 0.816]",95.71,8878.4522,09/28,24.66,UTF-16,819.07,"[0.5576, 0.8502, -0.1652, 0.2736, 0.184, -0.4962, -0.2897, -0.2148]",-68.5249,18.5339,Unisex,27.5468,3538,81.9033,"[-0.1626, 0.4208, -0.3571, -0.1443, 0.0229, 0.2272, -0.8934, -0.4614]",-67.0499,0.2976,BILL-828550,25-96,4.15.66,33.1329,LST,"[33.37, 60.92]",GPL-3.0,Rev.,7327,110 days,17.187113,tenant-034,06:02:09,BILL-859508,0.086,"[0.7752, 0.358, 0.0654, 0.5326, 0.3421, 0.6938, 0.9969, 0.296]",32.17,74.39,0.897,0,Phone,Basic,30.96,Monthly on 1st,2448.3391,Homo sapiens,DBW,Williams et al. (2006),"[-0.3963, -0.6849, 0.0233, -0.4778, 0.0404, -1.1247, 0.8733, -0.836]","[-1.1759, 0.5685, -0.302, -0.9777, 0.7255, 0.6869, 0.6061, 0.228]",Fe2O3,"$25,212",IEEE 754,70.25,0.6982,"[0.251, 0.0557, 0.4622, -0.9241, -0.354, -0.2938, 0.4349, 0.248]",-35.72%,"[1.3822, -0.1513, -0.0617, -0.1584, -0.8636, 0.3566, -1.5829, 0.7768]",+61,36.4,44-61,C6H12O6,3296,989,0.1465,-90.2232,d1fb943c-22d5-433d-af3b-1460cd7f5c51,4675.0545,5997,5 23 * * 1-5,XXL,0.1533,batch-20250813-29
4177,E. coli,no,0.4776,8907.0296,active,-14.86%,7890,42.56,247 shares @ $315.2,0.1337,29.4,1,1673.0598,"[0.015, -0.0112, -0.0958, -0.5371, -0.0578, 0.2099, -0.3544, 0.5071]",72.1617,INV-754219,22165.6,0,"[0.1968, 0.8203, 0.8205, 0.1048, 0.6049, 0.5855, 0.9378, 0.1912]",35.37,5878.2355,02/26,0.64,UTF-16,313.94,"[-0.2654, 0.1208, 0.5302, 0.3863, 0.3923, 0.6978, 0.6464, -0.1596]",42.7671,11.958,Female,11.1835,2326,-10.8495,"[-0.5696, -0.0445, 0.2344, 0.0512, 0.4643, -0.4601, 0.9244, 0.0323]",73.1514,-0.3108,BILL-428890,23-76,5.3.47,31.1445,HJX,"[14.67, 95.7]",MIT,Mr.,3307,318 days,-6.392067,tenant-046,12:13:10,BILL-817038,0.0189,"[0.4629, 0.2512, 0.5327, 0.2002, 0.0942, 0.3983, 0.9497, 0.2411]",0.85,43.39,0.3311,0,Email,Free,69.87,Every 15 minutes,2293.4903,Homo sapiens,UVY,Garcia et al. (2010),"[0.5231, 0.6848, -2.6003, 0.0236, -0.7278, -1.3772, 1.0822, 0.2507]","[-1.0387, -0.3864, -0.0634, 1.4298, -0.6475, 0.3061, 1.9316, -0.676]",H2O,"$27,242",RFC 3339,55.16,0.5425,"[0.9252, 0.2202, 0.2111, 0.3837, -0.9833, -0.0062, 1.2264, -0.3903]",37.66%,"[0.4317, -0.7066, 0.5176, 0.0778, 0.9937, 0.0074, 1.6016, 0.479]",+86,-16.4,39-51,Fe2O3,4035,864,0.7256,-23.7453,a8df7b66-ab5a-4051-9420-b846b340daa9,6433.0314,1741,7 22 * * *,M,0.8712,batch-20230528-01
9321,E. coli,false,0.9985,-47.5121,pending,28.8%,5295,73.3,2253 shares @ $481.31,0.0163,10.1,1,7531.4176,"[0.4865, 0.0326, 0.2818, -0.6799, -0.5924, -0.2218, 0.9053, 0.0952]",39.0719,INV-520305,34778.0,0,"[0.4213, 0.8371, 0.1377, 0.639, 0.7105, 0.6513, 0.6812, 0.909]",82.02,3899.5157,11/27,65.24,UTF-8,545.85,"[0.7268, 0.5912, 0.1873, 0.268, -0.1111, 0.2274, -0.6545, 0.7351]",82.175,10.2639,Unisex,39.0235,8106,84.3057,"[-0.4792, -0.6752, -0.1369, -0.0886, -0.3831, -0.2173, 0.3254, 0.8412]",71.1326,0.6365,BILL-454306,19-97,0.1.0,21.6767,OVDD,"[9.27, 88.72]",GPL-3.0,Mr.,5357,254 days,-45.830085,tenant-034,01:41:00,BILL-614228,0.1731,"[0.0656, 0.143, 0.0393, 0.1156, 0.4279, 0.2353, 0.7569, 0.4885]",3.49,92.01,-0.4882,1,Email,Premium,48.09,Every 15 minutes,3385.6395,Fe2O3,QJY,Garcia et al. (2003),"[-0.6218, -1.2149, 0.5209, 0.0076, 0.5809, -1.3484, -1.4494, 1.1277]","[0.4196, -0.4863, 0.3539, -2.2554, 2.9343, 1.3388, -1.5117, 1.6928]",Homo sapiens,"$37,125",W3C Date,67.26,0.258,"[0.1177, 0.2884, -1.1727, -0.0457, -1.0356, 0.2127, 0.7464, 0.023]",-37.3%,"[-0.8047, 1.8046, -0.1857, -0.7782, -0.6786, 1.388, 0.1952, 1.0178]",+91,21.6,1-77,Homo sapiens,9168,223,0.6665,8.7605,1c268592-5320-425b-85ef-3542d8a626ef,5156.7624,697,"8 5 * * 0,6",XXL,0.8945,batch-20230914-10
2221,H2O,true,0.7028,-807.9766,active,-2.5%,5391,70.0,1359 shares @ $397.52,0.0603,13.4,0,343.8533,"[0.1815, 0.1717, 0.0857, 1.2941, 0.4483, 0.5853, -0.1525, -0.0822]",45.4555,INV-133280,11802.8,0,"[0.7941, 0.8888, 0.7408, 0.8765, 0.0908, 0.1354, 0.1188, 0.0199]",37.0,1608.4418,11/28,86.75,UTF-16,350.35,"[0.0097, 0.0685, -0.16, 0.438, 1.1054, -0.3022, -0.3807, -0.3472]",-25.1702,13.201,Unisex,13.4133,9413,82.8058,"[0.1741, 0.8175, -0.9004, -0.1054, 1.4925, -0.9132, 0.1305, 0.3614]",-36.4261,-0.1013,BILL-430711,29-61,0.4.98,48.426,EF,"[20.87, 91.13]",BSD-3-Clause,Ms.,6359,207 days,-39.462852,tenant-008,22:38:09,BILL-212933,0.044,"[0.9843, 0.7842, 0.4829, 0.7492, 0.7091, 0.1797, 0.4914, 0.8218]",43.42,13.56,0.0144,0,In-Store,Free,80.99,Daily at 2am,5799.7001,NaCl,QQX,White et al. (2000),"[-0.5223, 1.2581, 0.9365, 2.2059, -0.4046, -0.6955, -0.032, 1.3514]","[0.1885, 0.6867, -0.9638, -0.9127, 0.8438, -0.0004, -0.7008, -0.8587]",Homo sapiens,"$46,914",IEEE 754,30.41,0.31,"[0.1971, 0.8025, 0.2219, 0.2204, -0.0502, 0.2879, 0.6008, -0.2879]",41.71%,"[0.051, -0.1751, -0.1087, -1.006, -0.0792, -0.6514, 1.9579, -0.8967]",+81,45.2,38-60,C6H12O6,4147,638,0.9033,-5.9426,7c916cdf-7377-4bb1-8f52-0d98995b87bf,7457.802,436,33 0 * * *,S,0.7618,batch-20191226-91
6986,H2O,1,0.4055,-120.9367,cancelled,26.3%,7297,11.84,2958 shares @ $42.95,0.4869,86.2,1,4424.677,"[-0.9041, 0.233, -0.3568, 0.0491, -0.7033, -0.2534, -0.6642, 0.3697]",31.1451,INV-535085,38488.2,0,"[0.8807, 0.8824, 0.926, 0.5803, 0.2834, 0.8659, 0.824, 0.9777]",48.35,4777.8484,12/28,68.87,ASCII,941.76,"[0.8617, 0.4684, 0.1749, -0.1585, 0.2384, -1.014, -0.1268, 1.102]",-88.6691,14.8696,Male,47.8494,4285,-20.4181,"[0.1507, 0.446, 0.4207, -0.3858, -1.0891, -0.7111, 0.2991, -0.2033]",-3.5425,0.1137,BILL-998146,6-60,1.17.64,8.3501,TV,"[38.66, 66.49]",Proprietary,Prof.,9854,6 days,-36.6673,tenant-038,21:03:39,BILL-655043,0.1689,"[0.4034, 0.4308, 0.5589, 0.6037, 0.9909, 0.1091, 0.2325, 0.7246]",56.23,12.58,0.3644,0,Social Media,Trial,0.1,Every 15 minutes,4691.8617,Fe2O3,GSM,Thompson et al. (2008),"[-1.1067, -0.2358, 1.4061, 1.7625, -0.515, 0.032, -0.6736, 1.0689]","[0.9492, -0.968, -0.5782, -0.9252, -0.2141, -0.2624, 1.1748, 0.7603]",Fe2O3,"$24,897",POSIX,3.53,0.7148,"[0.4422, -0.1419, 0.3072, 0.5703, -0.2801, 0.1781, 0.2359, -1.0981]",-46.92%,"[-1.7112, -0.8077, 0.2379, -1.1212, 0.8345, 0.6822, -0.542, 0.5727]",+55,40.4,27-99,E. coli,2690,430,0.8793,17.1717,1c391ab5-11fc-4468-a797-69ab8dfb59a0,8918.5814,5284,49 8 * * *,XXL,0.9905,batch-20180529-99
5091,C6H12O6,1,0.5003,124.3877,rejected,41.88%,7218,3.11,3686 shares @ $242.37,0.2073,36.8,0,6930.6645,"[-0.7679, -0.0052, 0.4462, -0.4368, 0.4581, 0.0936, 0.1132, 0.2744]",-27.4085,INV-565873,13443.5,1,"[0.3686, 0.396, 0.0941, 0.1752, 0.4807, 0.7711, 0.4161, 0.5274]",94.17,-182.7807,05/24,49.97,ASCII,329.11,"[-0.3207, 0.4138, 0.1962, -0.5343, -0.946, -0.8765, -0.1309, 0.2875]",-75.6703,44.5689,Male,36.1284,8603,49.7015,"[-0.1843, -0.1464, 0.3337, -0.191, 0.7493, 0.8598, -0.6955, -0.1878]",-70.5946,0.5676,BILL-848510,15-70,0.15.87,1.6607,ORXY,"[20.35, 88.19]",Proprietary,Mr.,9296,219 days,-10.582925,tenant-008,19:09:49,BILL-691367,0.188,"[0.3706, 0.9443, 0.2928, 0.3111, 0.2485, 0.6188, 0.0569, 0.3114]",37.35,82.91,0.4327,1,Chat,Premium,70.28,Monthly on 1st,1239.8936,Fe2O3,QGP,Thompson et al. (2025),"[1.3567, -0.2031, -2.9793, 0.0715, -0.0167, -0.8705, -1.5219, -0.0331]","[1.1388, -1.5008, 0.6972, 0.7217, -2.0521, -0.3095, 0.0007, -0.4474]",Homo sapiens,"$33,669",ISO 8601,26.37,0.753,"[-0.283, -0.4223, -0.1353, 1.4737, -0.6076, -0.0372, -0.0156, 0.0948]",28.68%,"[-0.107, 0.4889, 0.6738, -1.0862, 1.4956, -0.5501, 1.3839, -0.1642]",+81,32.5,18-88,Homo sapiens,3251,727,0.7716,26.9129,3cab2861-6d05-4d62-b349-e353234e4936,7396.9445,3400,"54 9 * * 0,6",XS,0.3962,batch-20241114-50
