weqmx1,employee_id_14,v_binar,integer,marital_status,deletedat,c_rrp,p_stmm,ci,CORRELATION,meta_forma,currency_name,INTEGER,numeric_range_raw,rbhac26,user_median,numeric_range,v_pu,median_22,corr,user_cas_registry_number,dim_brow,features,citation_val,deleted_at,intval,retentionPolicy,numericRange,jqtxw10,standard_deviation,v_dec,c_std_d,STANDARD_DEVIATION,DECIMAL_FLOAT,data_lineage_data,gtin,wordEmbedding,internal_communication_data,field_4,src_payment_method,WORD_EMBEDDING,cron_schedule_30,f_433,col_997,c_proto,apiKeyToken,src_schema_table_name,wordemb,image_embedding,attr_mgp,relative_humidity,meta_hist,col_561,col_corre,col_122,mean,histogram_bin_field,var_sj,TREND_GROWTH_RATE,trend,check,int,ENERGY,raw_feature_vector,histogram_bin,epyjvh96,scientificName,var_129,severity_level_6,tstamp,v_sci,percentile_val,dim_correlation,mean_2,correlation_30,phoneFormatPattern,meta_mari,float,raw_file_path,HISTOGRAM_BIN,f_xv,d_url_,mom,caption,stddev,sciname
9473.819,EMP93361,0,9269,Divorced,,Salad,26-66,"[17.38, 92.04]",0.2527,RFC 3339,British Pound,447,39-63,Latin-1,-62.8931,8-59,22.0528,69.1495,0.5906,16521-93-5,Opera,"[0.4259, 0.8896, 0.3696, 0.8548, 0.6617, 0.553, 0.9142, 0.648]",Anderson et al. (2003),,4231,30 days,47-75,_ga=5779722827.4814613,39.4195,8220.5255,19.714,37.8211,8179.3765,curated.users -> reports,1848369418487,"[-0.5563, -0.0083, 0.541, -0.1794, 0.1965, -0.1295, -1.2937, -0.188]",[INTERNAL] Q4 strategy review pending board approval,132.9,Debit Card,"[0.8117, 2.1064, 1.1799, -1.2684, 0.5652, 0.4288, 0.467, 0.3473]",36 5 * * *,-62.2032,278,MQTT,sk_jtMcY0xuSxJUSxHKNnEjNvpDy4NuzcJx,sales.orders,"[-0.9075, -1.7418, 3.5369, 0.5135, 0.845, 0.1093, 0.0471, 0.9857]","[-0.0036, 0.1982, -0.4874, 0.1817, 0.3526, -0.1828, -1.0011, 0.0072]",false,37.5,14.54,Jones et al. (2015),-0.9035,812,37.9731,4.25,°F,-7.29%,-28.61%,"status IN ('active','pending')",5453,58923.1,"[0.5172, 0.7305, 0.2923, 0.1576, 0.5718, 0.568, 0.1949, 0.1083]",80.86,1030.3773,H2O,1.26,Medium,2025-12-26 16:59:11,Homo sapiens,7.43,-0.8567,15.3009,-0.7817,+81-XX-XXXX-XXXX,Single,-69.1916,/var/exports/export_327.xml,15.24,0LFF5D8CW9QMFD9S8,https://example.com/users/e76805d8/profile,39.86%,Figure 12: Timeline,48.9457,Homo sapiens
9017.5928,EMP77973,0,4742,Single,,Sushi,20-66,"[39.98, 84.87]",-0.0575,ISO 8601,Japanese Yen,1549,49-56,ISO-8859-1,-72.2772,16-83,-34.8827,-50.3836,0.6799,94420-20-4,Edge,"[0.8776, 0.3522, 0.8368, 0.2484, 0.469, 0.7849, 0.1843, 0.6517]",Davis et al. (2016),,2138,1 year,41-65,_ga=5554881582.7076673,32.0897,1332.1312,35.2645,48.3245,6495.0674,staging.users -> analytics,1675034341736,"[-0.5006, -0.6227, 0.7136, -0.5143, 0.7375, 0.3851, 1.1661, 0.8958]",[INTERNAL] Q1 strategy review pending board approval,181.9,Credit Card,"[-1.2559, -1.0275, 2.3487, -1.1056, -0.1234, -1.3238, 1.2992, -0.6929]","18 7 * * 0,6",-29.5944,283,HTTP,sk_GFfAUCFdyadFOxLtSDuFnMHrvy118KEo,hr.employees,"[-0.3, 0.8565, -1.6229, 2.091, 0.7297, 0.3715, -0.0738, 0.3526]","[-1.0815, 0.0912, 0.1599, 0.044, 0.3116, -0.0128, 1.1371, -0.4423]",false,93.2,4.06,Young et al. (2001),-0.9098,232,41.2559,13.37,ft,38.75%,-20.12%,"status IN ('active','pending')",1282,27653.6,"[0.4162, 0.1895, 0.6832, 0.6051, 0.4719, 0.7926, 0.2835, 0.1422]",90.23,9811.9734,E. coli,22.59,Low,2024-11-27 04:56:47,C6H12O6,72.65,-0.0282,27.4159,-0.5513,+1-XXX-XXX-XXXX,Divorced,7988.7681,/var/exports/batch_479.parquet,38.08,A8JU0LJMWETHMOQ6A,https://example.com/users/6f2eefd9/profile,-33.44%,Figure 6: Distribution,49.5589,H2O
-169.1311,EMP23082,1,3612,Single,,Pizza,37-54,"[12.24, 86.41]",0.4721,POSIX,Swiss Franc,2475,43-83,UTF-16,-54.1172,46-83,-46.6877,-67.8548,-0.7849,35718-85-4,Opera,"[0.8898, 0.5232, 0.6552, 0.4063, 0.0685, 0.0577, 0.9537, 0.2256]",Brown et al. (2006),,3773,indefinite,2-99,_ga=7454510472.2668115,25.3139,6966.448,45.5364,3.7168,2069.209,raw.users -> analytics,9250204775367,"[-1.0375, 0.587, -0.0849, -0.8411, 0.0329, 0.5109, 1.6892, 2.1577]",[INTERNAL] Q2 strategy review pending board approval,10.1,Cash,"[0.0189, 0.3799, 0.3452, 1.246, 0.3543, -0.601, 0.3387, 0.5668]",23 17 * * 1-5,1.1016,65,HTTP,sk_hYlh01Z0LX8S0ysK1tOUbEpxprJEXYtq,sales.orders,"[1.3057, -0.3765, 1.6524, 0.7669, -0.3247, -0.7229, -1.261, 1.3011]","[-0.5997, 0.4397, 0.043, -0.2717, -0.6823, 0.5452, -1.0435, -0.1763]",false,20.6,15.85,Brown et al. (2009),0.1902,631,68.0471,78.65,lb,-34.02%,25.26%,amount <= 10000,8783,63838.7,"[0.1002, 0.3989, 0.7019, 0.867, 0.9315, 0.4945, 0.8722, 0.9583]",35.13,3020.9222,C6H12O6,48.81,Medium,2019-06-11 21:08:42,Fe2O3,87.61,0.3915,32.1189,0.651,+1-XXX-XXX-XXXX,Single,7802.7496,/var/data/batch_849.yaml,49.86,PT06BBRVPN683O8AW,https://example.com/users/9dab54cf/profile,5.64%,Figure 9: Timeline,38.4891,Homo sapiens
8837.3675,EMP92475,0,51,Single,,Salad,44-85,"[26.1, 84.45]",0.9842,W3C Date,Japanese Yen,6515,6-81,ASCII,62.3604,7-74,-24.0573,12.649,-0.6096,13181-52-1,Opera,"[0.6193, 0.5468, 0.0166, 0.3458, 0.9189, 0.2935, 0.858, 0.336]",Robinson et al. (2001),,7609,7 days,9-63,_ga=8145253058.4974232,43.9207,7200.0689,17.8497,25.5112,4783.8461,raw.users -> exports,2928743242873,"[1.0986, 1.5845, 2.1605, 1.1728, 0.204, 1.3959, 1.0284, 0.361]",[INTERNAL] Q4 strategy review pending board approval,229.0,ACH,"[0.2279, -0.0752, 0.0139, 1.1334, 2.8163, 0.2861, -0.6946, 0.7484]","28 14 * * 0,6",-80.1417,110,MQTT,sk_mX9p1V887csqVlhgOuTLF4yYC04vHzOV,analytics.events,"[-0.2883, 1.5529, 0.2439, 0.0361, -0.6914, 0.5318, 1.1891, 0.7722]","[-0.3099, -0.6812, 0.6059, -0.5703, 0.0103, 0.3411, 0.1766, -0.2689]",NO,71.2,83.65,Harris et al. (2008),0.4901,261,-66.1671,13.53,L,17.9%,-23.78%,"status IN ('active','pending')",982,69580.3,"[0.0672, 0.8433, 0.549, 0.2627, 0.2723, 0.8093, 0.9123, 0.2054]",12.43,9048.7454,H2O,66.74,High,2018-05-18T14:42:45Z,C6H12O6,85.25,-0.7195,-9.926,-0.0154,+44-XXXX-XXXXXX,Widowed,-317.7048,/var/data/batch_154.log,34.83,8T5A9V9K1UIY2UX1S,https://example.com/users/004aa083/profile,18.03%,Figure 17: Overview,22.8654,E. coli
9574.5164,EMP45148,1,2698,Divorced,,Pasta,7-53,"[13.29, 99.53]",0.5107,IEEE 754,Euro,8165,39-75,ISO-8859-1,4.4427,40-58,69.0398,-68.2614,0.7718,8094-81-4,Chrome,"[0.1651, 0.8234, 0.2022, 0.5506, 0.9053, 0.344, 0.3924, 0.1256]",Taylor et al. (2010),,8514,indefinite,19-91,_ga=3951544376.9003666,40.1351,3489.5522,17.8085,4.2859,8131.194,staging.users -> exports,4612034957453,"[-1.3011, -0.2846, 0.8753, 0.0029, 0.8807, -0.2958, 0.7659, -1.0781]",[INTERNAL] Q4 strategy review pending board approval,366.2,Check,"[-0.9336, 0.2737, 0.0472, 0.6332, 0.7554, 2.1659, 0.901, 0.1101]",55 1 * * *,2.8053,278,HTTPS,sk_zj7fMbbXGFut7FdXzkX9Uu4JrSKa3ynD,sales.orders,"[-1.5734, 1.5157, 0.784, 0.2718, 1.3327, -2.1585, 0.5064, -0.8979]","[-0.2939, 0.1708, -0.4045, 0.1903, 0.069, 0.0486, 0.4301, 0.0419]",false,94.7,90.85,Lewis et al. (2024),0.8421,80,-7.1029,69.27,m,11.04%,27.45%,"status IN ('active','pending')",6571,17853.9,"[0.1377, 0.7304, 0.9639, 0.547, 0.8827, 0.8978, 0.62, 0.6552]",75.59,2676.6969,NaCl,24.21,Low,2025-05-28T02:34:47Z,E. coli,66.43,0.5726,-28.6076,0.5899,+44-XXXX-XXXXXX,Widowed,5582.3162,/var/config/export_244.csv,93.11,NB7YLEQPLS32KODUJ,https://example.com/users/1a0f4dfc/profile,-5.02%,Figure 12: Overview,42.8727,NaCl
6581.3056,EMP19895,1,9819,Married,,Curry,9-100,"[14.48, 92.48]",-0.9631,W3C Date,Swiss Franc,5207,50-90,Latin-1,39.886,22-80,-92.932,96.4036,-0.1363,50082-50-1,Brave,"[0.0772, 0.083, 0.3857, 0.3297, 0.4736, 0.6569, 0.7933, 0.9513]",Thompson et al. (2001),,9853,7 years,50-87,_ga=4295855086.3021581,27.1665,6305.0261,15.5752,17.7972,7636.1059,staging.events -> reports,1525697230013,"[-0.7268, 0.3889, -0.9802, -1.0237, -0.877, 1.7286, -1.329, -0.1294]",[INTERNAL] Q4 strategy review pending board approval,278.5,Debit Card,"[1.1975, 0.3135, 0.2769, -0.4127, -0.9766, -0.0794, -0.1794, -1.37]",36 0 * * *,76.1594,863,HTTP,sk_MXwuq3wRnwvYEe0DwRW2GLhrqaT4sgMY,public.users,"[-0.5957, -1.1786, 2.6631, 0.0597, -0.2519, -1.7875, 1.1211, -0.1852]","[0.2886, 0.221, -0.6385, -0.2412, -0.2717, -0.1902, -0.0291, 0.5602]",false,18.0,26.82,Young et al. (2024),0.3362,746,70.339,90.7,gal,48.25%,10.49%,NOT NULL,6013,62210.8,"[0.9427, 0.0793, 0.2812, 0.154, 0.4638, 0.5463, 0.9381, 0.2711]",94.96,4938.7963,NaCl,85.86,Medium,2021-08-19 08:56:32,Homo sapiens,44.05,-0.2795,-98.3591,-0.7794,+44-XXXX-XXXXXX,Single,5563.2245,/var/logs/export_436.csv,68.75,1QX0SDG8C3ZHXPG41,https://example.com/users/d5e0f406/profile,-47.62%,Figure 17: Timeline,6.1188,Fe2O3
601.6613,EMP78406,1,7521,Single,,Pizza,41-59,"[32.35, 76.7]",0.8992,IEEE 754,Euro,7176,43-61,ISO-8859-1,8.4945,50-53,32.2957,-16.6563,0.9797,70276-63-3,Firefox,"[0.5846, 0.6335, 0.4018, 0.9765, 0.9734, 0.4731, 0.2897, 0.1203]",Martinez et al. (2009),,7688,indefinite,13-94,_ga=6914105370.3245044,0.1863,9264.1468,42.0071,31.276,-186.6763,curated.users -> exports,0457989045846,"[0.3132, -1.6825, 2.0128, -1.9543, 0.8517, 2.2338, -0.0584, -0.4993]",[INTERNAL] Q3 strategy review pending board approval,365.6,ACH,"[-0.0479, 1.3938, -0.9804, -0.8368, 0.9425, 0.2704, -0.488, 0.0307]",20 1 * * *,59.6886,824,MQTT,sk_wROUMZ5hrjJcx0YMQUI2y8TES8dWajuq,public.users,"[0.2812, 1.1488, 0.7711, -0.5597, 0.7369, -0.9612, -1.8319, -0.057]","[-0.2836, 0.408, -0.479, -0.5087, 0.1858, -0.1926, 1.0798, 0.1571]",YES,83.6,56.42,Young et al. (2011),-0.8633,195,69.2592,11.69,°F,35.84%,-49.45%,"status IN ('active','pending')",2477,81964.8,"[0.7681, 0.287, 0.7144, 0.9009, 0.7332, 0.3153, 0.2921, 0.7373]",39.05,579.4774,Homo sapiens,98.84,Critical,2023-11-19 21:29:58,H2O,45.02,-0.1217,-92.4382,0.8125,+1-XXX-XXX-XXXX,Divorced,-298.9089,/var/config/export_296.log,68.27,J1TI65T12DU9JEHKD,https://example.com/users/ed29f890/profile,-12.5%,Figure 10: Timeline,10.5614,E. coli
3096.4137,EMP21203,0,6261,Single,2026-10-24T10:55:45Z,Pasta,33-77,"[35.1, 75.24]",0.5659,IEEE 754,Japanese Yen,2030,10-95,UTF-16,-60.023,19-70,-61.6881,10.6786,-0.5227,22995-42-4,Chrome,"[0.0844, 0.6368, 0.7898, 0.8244, 0.1014, 0.7464, 0.3941, 0.2539]",Moore et al. (2019),,7981,1 year,26-94,_ga=5383979968.2743455,31.0243,1740.72,18.4551,5.8562,4789.7188,curated.orders -> reports,2658855532736,"[-0.3226, -2.7113, 0.035, -0.3815, 0.9324, 0.5077, 1.2167, 1.3112]",[INTERNAL] Q1 strategy review pending board approval,456.4,PayPal,"[-1.2526, -1.7377, 0.5713, 0.2949, -1.2641, -0.1523, 0.3127, 1.2484]",4 11 * * *,75.237,632,SMTP,sk_sfag48eZRt2CGwKFRZqnbl2fOlvPsNOb,analytics.events,"[0.3196, -1.019, -0.6897, 0.5526, -0.8516, 1.6062, -0.1757, -1.0228]","[0.3193, -0.192, -0.3648, -0.2647, 0.3105, 0.4987, 0.4362, -0.2075]",NO,81.8,71.19,Lee et al. (2005),0.0742,371,58.2455,43.83,kg,-13.62%,-0.6%,"status IN ('active','pending')",1970,32237.3,"[0.3934, 0.1753, 0.0712, 0.0916, 0.4585, 0.3337, 0.9724, 0.4761]",63.79,8056.3434,Homo sapiens,70.18,Info,2023-02-21T06:31:38Z,H2O,36.87,0.2887,47.6516,-0.6423,+81-XX-XXXX-XXXX,Married,8090.7273,/var/config/batch_692.parquet,64.78,3U3PUR04T18IY5BRW,https://example.com/users/a167a2d4/profile,-24.0%,Figure 3: Timeline,9.2974,E. coli
8585.2572,EMP51909,1,2971,Single,,Pizza,29-84,"[14.94, 99.79]",0.9364,RFC 3339,Swiss Franc,7417,31-67,ASCII,20.6262,49-60,71.4768,-86.2662,0.4017,40127-70-7,Opera,"[0.8021, 0.0487, 0.295, 0.8876, 0.3521, 0.5892, 0.7425, 0.3615]",White et al. (2013),,3837,7 days,42-78,_ga=6680733416.1326132,46.9401,2737.6908,33.4303,26.9042,7963.6546,raw.orders -> reports,3642719518940,"[-0.2223, 0.3571, -1.3734, -0.0007, 0.8022, -1.2274, 0.8562, -0.9661]",[INTERNAL] Q1 strategy review pending board approval,53.5,Debit Card,"[-0.1822, -0.1442, 0.0917, 1.5852, -1.448, -0.2462, -0.5437, -0.1975]",48 10 * * 1-5,-91.3428,297,FTP,sk_gbzpqvbpkELYjrt29E6VRg5H2HECP2WK,analytics.events,"[1.0121, 0.9219, 0.6476, -0.2383, -0.8442, -1.0729, 0.6594, -0.3725]","[-0.5192, -0.1829, 0.4144, 0.4833, -0.0914, -0.0612, -0.2264, 0.0984]",NO,50.3,81.89,Smith et al. (2004),0.7772,784,-63.0445,31.15,kg,-22.21%,46.21%,age >= 18,4195,41638.6,"[0.147, 0.6197, 0.5627, 0.3286, 0.8757, 0.1714, 0.5848, 0.4833]",42.57,98.1694,E. coli,22.26,Medium,2019-08-17 21:21:41,H2O,1.06,-0.9599,-33.5831,0.6154,+81-XX-XXXX-XXXX,Divorced,4666.0983,/var/logs/export_672.json,73.87,7IMQ7PNMAA9T683Z0,https://example.com/users/2f707207/profile,-45.26%,Figure 9: Overview,13.7045,Homo sapiens
-265.8316,EMP80737,1,3038,Married,,Pizza,16-72,"[22.79, 76.19]",-0.497,POSIX,Euro,4475,34-58,ASCII,-54.5907,39-52,-0.8852,55.2852,0.694,52035-84-2,Firefox,"[0.7993, 0.6903, 0.9968, 0.1973, 0.2265, 0.9076, 0.3361, 0.6599]",Martin et al. (2026),,1428,30 days,23-55,_ga=3048223349.9794032,23.9166,2389.7473,41.5697,13.9977,6222.8288,staging.users -> reports,8078239625061,"[0.4898, -1.9328, 1.0025, 1.1703, 0.3172, 1.7356, 1.2292, 0.503]",[INTERNAL] Q1 strategy review pending board approval,405.4,ACH,"[0.3644, 1.4141, 1.0458, 2.3093, 0.6703, -0.8398, -1.1768, 0.8561]","7 4 * * 0,6",-58.1385,92,SMTP,sk_YkCfyxTYow9htB3c8nEulnvuk0ZD4h8X,public.users,"[0.493, 0.4127, -0.3424, -1.0543, 1.8164, 0.6346, 0.3348, 0.348]","[-0.3182, -0.0173, -0.202, -0.3794, 1.0742, -0.3247, 0.3522, -0.6759]",YES,20.8,21.87,Walker et al. (2008),-0.5905,865,-23.2184,97.41,lb,4.89%,41.61%,"status IN ('active','pending')",5539,39751.8,"[0.2421, 0.1978, 0.2996, 0.3, 0.4475, 0.6075, 0.7268, 0.6194]",50.51,8173.6336,H2O,84.05,Critical,2022-05-06T05:25:55Z,H2O,26.76,-0.255,69.6255,-0.824,+1-XXX-XXX-XXXX,Single,1819.5436,/var/uploads/batch_702.log,89.41,UB9O51P3BR8OMJ3YW,https://example.com/users/ec61c15a/profile,-31.12%,Figure 13: Distribution,14.4081,C6H12O6
9248.1596,EMP12018,0,2612,Married,,Pasta,7-84,"[13.93, 60.65]",0.9564,ISO 8601,Swiss Franc,6838,7-90,UTF-16,26.8221,29-94,-80.7014,-90.0159,-0.7548,44309-69-8,Chrome,"[0.4176, 0.9396, 0.4287, 0.2923, 0.4131, 0.0766, 0.9068, 0.152]",Garcia et al. (2018),,8830,1 year,45-69,_ga=5308746990.5522548,25.2462,9855.4508,38.3786,6.5165,-650.7649,raw.orders -> reports,8407578968009,"[-0.1763, -0.6198, -0.8465, 0.6736, 3.0122, 0.2016, 0.9817, 1.6495]",[INTERNAL] Q2 strategy review pending board approval,293.8,Check,"[0.8147, -0.3754, 1.628, -0.0993, 0.9813, 1.0117, 0.6495, 1.7156]","7 0 * * 0,6",-60.2179,541,SSH,sk_8OaIUqoCmEha8kCd1paoP4G4ZOPZpE9x,public.users,"[0.8832, 0.9659, 0.5082, 1.6192, 0.2371, 0.9329, -0.4761, -0.5939]","[0.5509, -0.1393, -0.0746, 0.2294, 0.2024, -0.2551, 0.0764, 0.0325]",true,37.2,8.5,Smith et al. (2020),-0.1026,281,43.7475,78.53,kg,31.57%,-39.89%,"status IN ('active','pending')",8455,73533.4,"[0.0158, 0.0784, 0.7833, 0.919, 0.0336, 0.5341, 0.7587, 0.8353]",73.17,9256.1225,Fe2O3,57.06,Low,2020-11-09 04:30:07,NaCl,53.03,-0.347,-99.877,-0.7485,+81-XX-XXXX-XXXX,Divorced,5330.8873,/var/tmp/export_733.parquet,80.78,84IH12PIRHMVOWA99,https://example.com/users/cf39ae90/profile,-0.62%,Figure 15: Distribution,1.2414,Fe2O3
3163.3732,EMP38586,0,6492,Single,2025-07-13T18:12:41Z,Pizza,41-57,"[18.31, 88.98]",0.4727,IEEE 754,Euro,1291,1-73,ISO-8859-1,-63.7457,0-53,47.4862,48.5678,-0.3211,13043-84-1,Brave,"[0.2407, 0.4712, 0.8713, 0.1394, 0.4221, 0.9392, 0.0421, 0.5645]",Williams et al. (2008),,300,indefinite,29-93,_ga=8771564666.2685270,37.5403,2540.7679,17.0516,3.5862,5150.0502,raw.events -> analytics,2973263857092,"[1.1781, 0.7861, -0.5324, -0.5035, -2.0874, 0.6799, 1.3305, -0.8297]",[INTERNAL] Q1 strategy review pending board approval,36.9,Credit Card,"[0.2927, 1.6727, -0.3996, -1.5075, -1.793, 1.1095, 0.7347, -2.149]",29 21 * * *,5.0,358,HTTPS,sk_dPzjTGpeBMvCW2RIUqbLtrerK9GcSmAV,analytics.events,"[0.0407, 0.1731, 0.0942, -1.9629, -0.0818, -0.1908, -0.2897, -1.7647]","[0.0275, -0.5258, 0.0878, -0.6181, -1.2433, 0.3421, -0.0617, 0.1047]",YES,10.8,5.6,Thomas et al. (2015),0.316,577,36.9923,29.08,ft,-15.63%,-41.1%,amount <= 10000,1283,3157.6,"[0.6309, 0.3372, 0.4084, 0.9956, 0.3719, 0.809, 0.5376, 0.1913]",7.87,7429.9605,Fe2O3,51.67,Info,2018-10-23T13:31:08Z,Homo sapiens,33.96,-0.3686,-19.91,0.0515,+44-XXXX-XXXXXX,Married,6173.8203,/var/uploads/daily_467.yaml,28.46,ZR9Y4HFKV3I0KZTZK,https://example.com/users/7dfb3189/profile,30.15%,Figure 14: Timeline,41.8888,NaCl
-304.3016,EMP69752,0,5369,Married,,Steak,13-86,"[28.98, 61.39]",0.4862,W3C Date,US Dollar,4644,38-97,ISO-8859-1,79.6569,35-85,-5.1643,-21.1616,-0.6029,17983-41-1,Opera,"[0.9714, 0.2795, 0.313, 0.0619, 0.4088, 0.6248, 0.4717, 0.8438]",Harris et al. (2025),,4954,7 days,5-74,_ga=5699155507.4158535,39.6528,8938.4674,30.7459,43.6421,-762.4874,raw.orders -> reports,5799567844390,"[-1.0471, 0.3969, -1.6456, 0.3936, 2.2949, 0.3785, 0.2514, 0.8808]",[INTERNAL] Q2 strategy review pending board approval,99.3,Wire Transfer,"[-0.2111, -1.0236, 0.0553, 0.9273, 0.8287, -0.123, 0.7637, 1.0444]",36 11 * * 1-5,89.1895,258,FTP,sk_7x6tEBZrbQg4xyLjEnmGer48XrczVzqq,sales.orders,"[-0.1263, -0.527, -1.3549, -0.7322, -0.6443, -0.4533, 1.418, -0.3101]","[-0.7581, -0.3913, 0.5527, -0.0562, -0.1094, 0.6431, 0.2624, -0.3176]",NO,71.6,69.2,Anderson et al. (2006),0.087,877,-83.1182,90.13,kg,-49.73%,16.38%,"status IN ('active','pending')",6963,9674.0,"[0.2825, 0.1283, 0.4799, 0.5844, 0.7538, 0.1555, 0.2066, 0.3627]",37.17,3167.0996,H2O,79.76,Low,2021-07-28T23:55:38Z,E. coli,96.17,0.6355,-97.1098,-0.3908,+1-XXX-XXX-XXXX,Married,6004.8781,/var/config/export_605.csv,72.35,AAYEQAENNXHXXO90N,https://example.com/users/1b35a527/profile,8.25%,Figure 10: Comparison,22.8726,H2O
7720.9717,EMP95732,0,8487,Single,2019-03-10T03:06:30Z,Pizza,29-92,"[7.11, 89.82]",-0.5213,POSIX,US Dollar,4091,45-64,ISO-8859-1,-78.7348,28-70,-40.2482,51.4023,0.5452,36033-31-9,Firefox,"[0.121, 0.995, 0.2141, 0.5588, 0.2937, 0.5244, 0.0764, 0.5241]",Anderson et al. (2024),,466,1 year,4-62,_ga=7321536537.9901327,37.733,3528.4277,26.6162,17.2773,5502.6821,curated.users -> reports,8227124659276,"[0.6894, -0.9813, 0.0565, 1.1042, 0.1371, 1.8484, 1.1776, 1.8026]",[INTERNAL] Q2 strategy review pending board approval,42.7,Cash,"[-0.7872, -1.1726, 0.7464, 0.5832, -1.4756, -0.141, -0.3538, -0.4379]",57 3 * * *,-12.7543,199,gRPC,sk_KBuu6m3KkEQW0Ws1Zxw5ws7PPAyBhO3Y,analytics.events,"[1.4249, 0.4977, -0.1894, 0.5802, 0.508, 1.1237, -1.082, 1.7198]","[0.5847, -0.0598, -0.3635, 1.3307, -0.378, 0.0232, 0.4454, -0.244]",YES,43.6,56.19,King et al. (2018),-0.0592,926,13.6665,17.33,L,-47.15%,32.79%,age >= 18,5523,50026.4,"[0.2578, 0.4155, 0.0485, 0.8647, 0.0703, 0.2927, 0.5016, 0.3602]",39.29,9753.7339,C6H12O6,34.03,Critical,2018-03-08T20:14:39Z,H2O,25.26,0.8177,69.6968,-0.8238,+1-XXX-XXX-XXXX,Single,8223.1681,/var/uploads/export_748.csv,14.16,6WYHG13SPBD61QMU4,https://example.com/users/a80f6f46/profile,-46.09%,Figure 1: Overview,31.223,Fe2O3
7225.9045,EMP61383,1,9767,Married,,Steak,34-99,"[17.91, 85.06]",0.7822,POSIX,British Pound,6443,10-89,ISO-8859-1,-26.4985,17-82,47.573,11.6589,-0.3299,61963-77-8,Edge,"[0.4488, 0.8826, 0.4941, 0.363, 0.9806, 0.1364, 0.6982, 0.7993]",King et al. (2023),,8469,1 year,7-97,_ga=1237017607.7053477,26.8154,886.7418,43.1589,14.7092,1176.3961,curated.events -> analytics,6373637277308,"[-1.2749, -0.0417, 0.3798, -0.1232, -1.279, 0.6533, -1.4102, -1.3742]",[INTERNAL] Q3 strategy review pending board approval,321.6,PayPal,"[0.159, 0.7742, 0.6644, -0.7478, -0.7747, -2.1395, 0.3651, -0.0685]","51 9 * * 0,6",-16.8614,452,gRPC,sk_Wgc7UAzTgM0WmxB1P4jZNK5vA56ezVLF,public.users,"[0.6666, -0.2613, 1.0203, 0.7477, -0.1989, 0.0963, 0.1044, -0.3667]","[0.0367, 0.2124, 0.4057, 0.2787, -0.6657, -0.0884, 0.452, -0.0685]",true,89.6,96.78,Jackson et al. (2009),0.0942,394,90.2979,42.07,m,49.56%,23.58%,NOT NULL,2435,39074.4,"[0.717, 0.1865, 0.5741, 0.3438, 0.9412, 0.1676, 0.2745, 0.3642]",36.07,-142.3345,NaCl,60.86,Low,2019-07-08 02:45:03,E. coli,10.34,-0.5807,-77.9244,-0.5909,+1-XXX-XXX-XXXX,Married,578.3567,/var/tmp/export_798.xml,9.54,XGZ223MVVXFVKB7YY,https://example.com/users/d0c1fbc2/profile,19.2%,Figure 4: Distribution,44.1867,Homo sapiens
-500.4066,EMP65407,0,5733,Widowed,2020-02-05T01:14:15Z,Curry,38-75,"[16.37, 71.01]",0.6897,RFC 3339,US Dollar,1257,1-83,ISO-8859-1,-34.0858,31-58,-84.037,-51.0578,0.6491,59942-34-2,Chrome,"[0.149, 0.4766, 0.8289, 0.4712, 0.3229, 0.5976, 0.172, 0.9948]",Miller et al. (2022),,9044,30 days,29-73,_ga=9846352567.5534990,8.5891,2059.1066,31.0438,12.0948,6894.2602,staging.events -> analytics,3120951852358,"[-1.3613, 2.3011, 0.3485, 0.3811, 2.3309, 0.5962, 0.8744, -0.5119]",[INTERNAL] Q2 strategy review pending board approval,351.8,Check,"[0.4472, 1.1216, -0.7375, -0.5232, -1.0767, 0.1301, -0.1879, -0.3238]","9 10 * * 0,6",-70.4999,288,MQTT,sk_Ok9qBajmW3aqY1KuuSDn2hAmDYkiUHTe,public.users,"[-0.7397, 0.1128, 0.6531, -0.715, -1.3781, 1.5794, -0.8971, 2.8389]","[-0.2219, 0.6719, -0.3045, 0.0825, 0.7087, -0.664, -0.0941, 0.1267]",NO,37.7,82.13,Robinson et al. (2025),0.8766,10,-95.4271,72.16,lb,-17.38%,27.61%,NOT NULL,6443,57255.5,"[0.9921, 0.7241, 0.1177, 0.2665, 0.7504, 0.5906, 0.0204, 0.282]",47.81,941.4529,C6H12O6,23.74,High,2022-12-23T20:44:29Z,NaCl,61.21,0.948,-52.5164,-0.5861,+81-XX-XXXX-XXXX,Married,3933.367,/var/tmp/export_301.json,84.57,78LAAUKOCXKPE8S8D,https://example.com/users/ffe2a11c/profile,-10.9%,Figure 19: Distribution,36.2683,E. coli
